,ID,Text,class
88,19625, What an awesome ending to an epic drama # ranjharanjhakardi We will miss you @ IamImranAshraf as # bhola on our scre â€¦ https // t . co / 55P9aTgWwZ,
89,35006, Hiii i just made this acc and i want khh and krnb mutuals !!! i love sik k dpr live crush heize offonoff jus like this or follow me hehe,
90,17660, RT @ Mehraj _ ali _ k @ humamalik76 @ ZakirKhan012 @ ImranKhanPTI Present jo hai aapki deklo shameless beggars India is fastest growing Â  major Â â€¦,
91,23605, RT @ iamforfun @ bej _ vikash @ j _ deepakj @ RituRathaur @ vandema09287787 He said not just bjp ppl r Hindus even v r Hindus But as in politics t â€¦,
92,17224, @ Zorawar68324101 @ danvir _ chauhan Hindi Rajbhasha he Rashtrabhasa nahi Kripya 10wi tak ki padhai kare,
93,23874, @ its _ fatiiiii Nhi yaar yahan tw 1year walo k bhe khatam ho gye thy,
94,11284, @ rssurjewala @ INCIndia Woh sab to theek hai par tumhara sore loser kaha hai !!! Pyaar baant raha tha ab swearing in â€¦ https // t co / 6ubZ8R4rKx,
95,22701, @ jojojoheeley @ Old _ Ben _ Kay @ Philmoorhouse76 @ mrjamesob So you should be able to evidence your claim . But you can â€™ t . You made it up .,
96,25926, RT @ aidilalhafiyz I am sorry for being rude . No I am sorry . It was my fault . Hehe I love you . I love you more . â¤ï¸ Beautiful are those â€¦,
97,11652, EID ke iss Mubarak mauke par Unik Bazar lekar aaya hai aapke liye dhamekedaar offers Karein 3000 Rs ki khareedari â€¦ https // t co / YHoCCjnKpP,
98,9458, RT @ iamsaratsrk @ bomanirani # HNY2 ki announcement hogyi to humka iss gola me nhi rehna hum nikal jaounga dusre gola me,
99,11081, kuch apke banaye huye rishte boht khaas hoty hain phr woh apki life mein rahy nah rhy apke dil hamesha rehty or yeh â€¦ https // t . co / vebWBOAkRX,
100,7285, @ BhimArmyChief Sir Bhim Army join karna Chahata hu M Please help m From Mp ðŸ™ðŸ™ Jay bhim Jay Bharat,
101,2764, @ rkive _ shawn Not this again . Liza and haaru legit had a desi rotten egg on timeline last niggt . With chutiya chutiya everywhere,
102,40419, @ lkopolice @ Akhileshthakurs Ye hai fasism ka phla stape ... 2022 target ... Hehe .. Ensan bnaya hai eshwar ne ...... Ldo aur mro,
103,44227, RT @ myLondis ðŸŽ¶ We've got a beatastic prize up for grabs ðŸŽ§ We've teamed up with our friends at @ vimto & giving you the chance to # WIN a pa â€¦,
104,21965, RT @ pradipkjain1 @ amit645sharma Double attack Modi ka sath gaya Rahul ka Mila Ho gaya khela,
105,25875, @ Redfire450 Chutiya gaye hain chuse huye aam ke fans ðŸ˜ disaster saala khud toh khel leta hain ladkiyon ke saath phir â€¦ https // t co / Ftbg9hVpUs,
106,21921, @ Kavita _ Sharma4 Congress kuj v krle koi fayda nahi Jo hindutva ka teer BJP ne chlaya hjab tak uska todd nahi nik â€¦ https // t . co / FiEiOIRVR4,
107,18535, @ hatefreebharat @ OM _ MEENA _ NKT @ MukeshSharmaMLA Election Commissioner haram khor ne sabh ke vote usko bech diya . Pai â€¦ https // t . co / M6btp0F6s3,
108,5278, Sab free kar dete hai sir sab bheekh maang kar jeeyege https // t co / 8vHkWztg9b,
109,10444, @ saad _ durrani @ omar _ quraishi PTI walon ka problem ye ha Wo mehngai ko b defend kar rahy hine . Haha,
110,43225, Visvas kumar great leader i don't know but he is great human and we like his performance ðŸ˜„ðŸ˜„ðŸŽ¤ https // t co / vzWRzwSdpH,
111,28263, @ dalitsamajindia @ thewirehindi RSS k thee isliye Kyuki kabhi koi veerta ka kaam kartey nahi,
112,37439, Thank you so much apka ek new india banane ke liye Koti koti pradam apko,
113,1500, RT @_ DreTekDem One thing I â€™ ve realized you can â€™ t force nobody to see the bigger or to see that you got them when nobody else does . Imma ju â€¦,
114,27390, @ ShashiTharoor Tu gulam hi or gulam rahega murkha bevkuf Desh drohi tu Pappu Khan ka mutre pe or Pakistan ja maderchd,
115,5166, RT @ redribbonmusik â€œ Zindagi har lamha hai khushi kar isse dosti o yaara ve â€¦ â€ dedicate this special song to your besties sung by legendar â€¦,
116,17, @ SHABAZGIL Shukar hai ye pathan nae warna # PTM nay is pr b wae dramay krnay thay . In ki harkato ki waja say bht jal â€¦ https // t . co / u7k1EUYpk3,
117,17475, @ RubikaLiyaquat Ek dum sahi kaha TV news ke jariye naam kaam liya paisa bana liya or ab boycott ka natak ... Joker saale,
118,24131, @ nehasinghjazz Fauj ko generally free hand hota hi hai . Par unki 1 limit hai jiske aage politicians ki responsibil â€¦ https // t . co / x3bQEwPcaF,
119,14972, @ jaisal _ amit @ JatinNigam4 @ aslam _ bandvi @ TheSamirAbbas @ narendramodi Bhai kaun janta hai ki usi ne karayi hai ab w â€¦ https // t co / C2n4bK1aCz,
120,42421, @ SyedaKazmi110 @ WaseemBadami Congrats .. Asia subha apka nam nahe lia dekho retweet de dia na ðŸ¤—ðŸ¤—ðŸ¤—ðŸ˜˜ðŸ˜,
121,26724, @ abpnewshindi @ RahulGandhi @ INCIndia Rahul gandhi ne yeh kya sandesh desh ko diya ki party president ko power nahi â€¦ https // t . co / nWArcx79FS,
122,37891, Modiji to Mota Bhai - 100 run banate nahi Puri Pakistan ki team se aur inn chutiyo ko World Cup jeetna hai !!!â€¦ https // t . co / wCttUcKijP,
123,11377, Aise seedhe muunh pe bol diya @ Arun2981 bada potato ..... Sad ( We boycott you @ divya _ amanna https // t . co / qyLEXvCZ0l,
124,20601, RT @ IndivisibleChi ACTION NEEDED The RHA will be heard in the Senate Public Health Committee tomorrow (5/30) at 900 AM Please fill out â€¦,
125,7232, RT @ Radha _ singh0710 gussa ho sakta h bura hoo Par sabse jyada sachai ko gussa hi niklwaata h right or wrong ? ??? @ Shalin â€¦,
126,30579, KUTCH NAHI DEKHA TOH KUCH NAHI DEKHA FOLLOW @ Sampoorna2 FOLLOW US ON FACEBOOK https // t . co / TP5WurymTr FOLLOW US O â€¦ https // t . co / jjgLsiG22q,
127,9185, @ mjdawar @ nidaskhan Such kaha apka masla kya ap tu phatano k name p syasat kr rahy ho chutye ghaddar insan,
128,1918, @ iamnarendranath Kya media ne theka liya hai Congress ko improve karne ka ? 130 saal purani buddhi jarjar aur sadi g â€¦ https // t . co / GJxmjNh8g4,
129,4134, @ MajorPoonia @ MamataOfficial Jai Shri Ram is the mark of respect to Bhagwaan Ram @ narendramodi,
130,15585, @ PMOIndia @ narendramodi Lots of lots best of the best Wishes the Team Modi Sabka Saath Sabka Vikas Sabka â€¦ https // t co / CtHpGhsp5B,
131,30146, @ IamSRKfanbig @ RahulVerma4860 @ iamsrk @ Atlee _ dir Pehle chalta tha ab nahi pichle 2 saal ki Bollywood ki track check â€¦ https // t . co / VZKticNi3R,
132,20936, RT @ BombayBasanti # 32YearsOfMrIndia ( May 29) Hawa Hawaii Karte Hain Hum Pyaar Kaate Nahi Katte Zindagi Ki Yahi Reet Classic superhero mo â€¦,
133,20757, RT @ DonitaJose # Ramzan rush got @ asadowaisi to turn into traffic cop for a while at Fateh Darwaza ðŸ˜„ We feel your pain .. # Hyderabad # Cha â€¦,
134,4304, @_ zindagi _ 5 Muslim samaj ki kutchh ldkiya pakke taur par ' din e islam ' ko manti hai agar usko kisi non muslim se lo â€¦ https // t . co / s8K0bGDa3X,
135,24009, @ Gajendr34511205 Sacchi debate se bhagne wale congressi nahi hote . Punjipati yonke ishare par nachanewale media wa â€¦ https // t . co / ssMJo9xRA3,
136,10865, @_ The _ Daredevil @ shobhit _ pant Andhbhakto ki sulgaane me bahut mazaa aata hai tumhara hijda baap modi kabhi b sahi â€¦ https // t co / QPnT6n3kZ5,
137,11302, RT @ bhumika7677 ghutan si hone lagi uss ke paas jate hue main khud se rooth gaya hun usey manaate hue ~ Azhar Iqbal,
138,12308, @ sonofmallah Aabe got 0 claimed 40 Kuch to bol kaya huaa !!!! Tuzhe to fayada hi hua na Ticket bech Kar Paisa banaya tum ne,
139,13925, @ Iamkira87130380 @ yadavakhilesh Ab ek aacha aur positive comment dekhne ko mila ...... Hope fir se acche din aa jain .... I miss those days .,
140,21861, @ naqvisahab1 Best dua yeh sab results tou dunia wi hai onke dar se tou buss onhe ke ataat chahye aur bulawa,
141,23801, Bta den plz hm intezar kr rhe rhe hn @ WaseemBadami https // t . co / XvYgWyFAOa,
142,12919, @ Gurmeetramrahim guru g give bless m more sewa simrn parmarth study gd mrng papa g,
143,32382, @ atulreellife @ Bharat _ TheFilm @ BeingSalmanKhan @ aliabbaszafar @ itsBhushanKumar @ nikhilnamit Jarur bhaijaan ... I'm excited about it,
144,9363, @ Nikita12S Mere taraf se aapki mom Ko unki Janam diwas ki dher sari subhkamnaye ðŸ™ https // t . co / fM9bigX583,
145,24884, @ MaryamNSharif Tumhare baap aur khandan kia apni kamaye se Umrah karte the ? tum bc Randi ki bachi mo band kar k be â€¦ https // t . co / AW18Yuy1Ml,
146,6705, # Repost @ yachan19870804 Thanks for sharing ðŸ˜Š [ JANG KEUN SUK FILM CONCERT TOUR ] We're kicking off June performances â€¦ https // t . co / 8BpNRbALqn,
147,15368, RT @ B _ RAJA _ # Pakkiri Fun-filled Movie From This June 21 # PakkiriFromJune21 # 21DaysToGoPakkiri @ dhanushkraja @ kenscottfakir @ FakirOff â€¦,
148,177, @ Vinaymadsfan @ B _ A _ D ___ M _ A _ N In sab films me sab cheez theek baith jati Like director vision great scenes good s â€¦ https // t . co / CAzzTxoCxa,
149,14937, @ SAMAATV Bilkul krskti hy . Agr tm jaise bikao media suport krain na k 1 match harne se izzat utaro .,
150,21275, @ Za _ Waseem _ Ym @ MaryamNSharif Prince bhai investigation officer ka naam zaroor cap sardar ho ga ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…,
151,40205, Adarniye bhaisab ko bahut bahut subhkamnaye badhai https // t co / RCxgdT9i0A,
152,7396, RT @ RShivshankar INDIA UPFRONT at 8pm Top 4 portfolios to see changes Modi-Shah finalise Cabinet list Big rewards for 2019 â€˜ Giant Kille â€¦,
153,6822, @_ Hsn _ Shah Nahi Noor !!! Aag to Pakistan team ne laga thi wo bhi first match me against wi . Kya khele hai !!! Wah !!!,
154,19943, @ News18India @ AnchorAnandN Ye nich dusiyant debate me chilane aata hai . Kutte ki punch kabhi sidhhi nahi hotti .,
155,3266, @ Shwetakumar6 @ AakankshaCharu Bilkul sahi kya namaz ka vakt badla ja sakta hai isme katai bhi bhed bhaav nahi hona â€¦ https // t co / 3Q6AEojIM7,
156,10141, Dosron ki 5 rupees ki chori rokte hen aur khud 10 rupees ki chori krlete hen Yeh soch he is quom ki,
157,31280, @_ Hadeed _ Fatema @ N0t _ ur _ Bae ALLAH ALLAH tumy keh rhi hun k dekho kitni cute lgo gi tum ðŸ˜‚ðŸ˜ˆ,
158,44653, Someone Ask To @ dhruv _ rathee Election Khatam Ho Gye Ab Kya Karoge Dhruv Rathee - Aas Pass Ke Area Me JCB Ki Khuda â€¦ https // t co / 6wndRtHavw,
159,31837, @ NorthStandGang @ ArjaniFarzan @ MayantiLanger _ B Happy Birthday Farzu ! @ MayantiLanger _ B he is a die hard fan ! Wish him and make his day plsss,
160,10933, @ The _ NehaJoshi @ ChannelNewsAsia @ BJP4India @ DawnTanCNA Hamar pahad ki cheli kam nahi hai kisi se .ðŸ‘,
161,21589, @ abpnewshindi Janta ka visvas aap ke sath h nhi to Kyse kah skti ho ki janta ka bharosa EVM se hta h Ye v to â€¦ https // t co / ddRpUpkUWn,
162,13525, @ BJP _ Ramanuj @ ashutosh83B @ narendramodi @ AmitShah @ byadavbjp Ek time me tukde tukde gang sudhar Jayenge but ye kaliya nahi sudhrega .. Chacha,
163,31380, @ ArmanMonaco @ ArmanMonaco teri maa panauti hai jisne tere ko janam diya ..... Apni AUKAAT na bhoola kro social media â€¦ https // t . co / 5Ld5E4xnK9,
164,11251, @ Drpratiksha1 @ Ra _ Bies Mera badla pura nahi hua dr . https // t . co / K4vXUmIWmw,
165,29583, @ RAShahzad1 Bhai jan lanat hai ap ki shakal pey .... agar sari family foreign national hai tu ap tweets b us country â€¦ https // t . co / dwAZBrILMF,
166,4047, @ RafiqNathani _ @ JoySRKian _ 1 Ye SRK hater nhi hai bh @ sdi ke ... Jake puch tere baap se .. uska tatta hai ye ... Jaise â€¦ https // t . co / 7Fgr6eTZtr,
167,25420, @ Itsyourkhaleesi yaar dekho i know you're awesome and you would never do that to me you're too good to be true â€¦ https // t co / SlatpILAe0,
168,11401, @ DharmaMovies @ karanjohar Tum jio hajaro sal sal m din ho ek hajar very congratulations Karan ji,
169,30288, @ yoursbadgirl Madarchod dont khada ho raha Aur ye to tere drawing room me hi hoga,
170,40377, RT @ deespeak I am so PROUD to call this my first show as an actor â¤ï¸ðŸ™ðŸ» Lautne ki tamanna hai meri aur waapsi ka bhi yakeen hai Mazhab ha â€¦,
171,29413, RT @ VinayaKantRai2 @ IndiaToday @ ajitarticle DESH KI SAMSYAYE MODI GIVT K LIYE CHALKENGE NAHI SAMASYAO K LIYE HAM LOG CHALLANGE H HSMAR â€¦,
172,37821, RT @ arunbhatneria Increase vacancies for SSC CGL 2017 Sabka Sath Sabka Vikas # IncreaseSSCCGL2017Vacancies # IncreaseSSCCGL17vacancies # Re â€¦,
173,268, Debates me aakar bhi kya ukhad lete hai fake news ki stories pe agenda chalate hai r tameez to hai Hi nahi kisi â€¦ https // t co / sBSrDtIaZZ,
174,31644, GooD M ðŸ˜˜ rning Sai @ Gurmeetramrahim ji ~ðŸ™ Dhan Dhan Satguru Tera Hi Aasra ðŸ™ Bless me vd sumiran + sewaful day in full of â€¦ https // t . co / SuZNIgpfkE,
175,21066, @ patel _ pratim @ cmpatel1110 Mungerilal ke hasin sapne ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ”¥,
176,10143, @ SrBachchan My legend Man Mr . Amitab bachahan I Luv u sir me app ka fan nahi hu ap ke fan to bahut hongey par me ap â€¦ https // t . co / 9lJclT5Beu,
