text,label
Hamyat tu khota khor corrupt ganje ki bhi kerte thy kia ukhar lia unhon ne         Lanat tere te patwari,negative
     io On sale today   NXTTakeOverXXV    It   s my entrance mask   quality is very very nice    Even back side too   Coming soon   ,positive
  Ch   Pakeeza language ka istemaal tu koi Nooni bhayoon se poochhay Youthie pe aewen e criticism karte Hain   Yeh bhi sahb,neutral
  GuLwisH Nahi wo is news ko defend kerne ki koshesh ker rhe hain ,neutral
     murali  Noone cares We will boycott world cup till   Nesamani recovers and his attacker Krishnamurthy is arreste  ,neutral
  AHMAD              Lulli hoti nahi khadi Baten karalo badi badi ,neutral
   Dho diya ashk e nadamat ne gunahon ko meray tar hua daman to baare paak daman ho gaya     Momin khan Momin,neutral
beta nafrat tum jaise jahil   illiterate   failate hain Pata nhi kon si phd chal rhi h   ,negative
One of my favorites too   Another one at the beginning of the movie   Chhoti chhoti chitrayi yaadein   ,positive
   Mansoor   Ali  Tera nam taray ander ki jalan btaa raha hai   Sari duniya main oil price   ,negative
  JAI BHEEM     Great News for BAHUJAN KUMBKARNAAS becoz of whom this is in Happening   This is the Kick St   ,neutral
don   t u love when the one person that gave a fuck about u is dead   ,neutral
  zaini    En ki zalalat ki daastano se tareekh k aoraaq bhare pare hai behna ye aise nahi samaj   ,positive
  color Tum india wale sari yahi sochti ho ki Pakistan wale atankistan h par nhi kuch he log lagti h thik Pakistani bhuta achi h,positive
Rohit bhai I am your big fan Want to meet you,positive
ma lanat bhejta hn tun pe or tmare harami leader niazi pe,negative
  dont   slay        Inta seriously nahi leneka segments ko Segments are pure fun     nonsense and only cast makes sense,negative
Kutta bhonkne lga bhaiyo firse         sale gale me patt   ,negative
World cup mein mard nahi khusre gae hein jo larna nahi Twitter per  k sath talian bajana jaante hein,negative
Bhaijaan ji please mein apka bahot bahot bada fan hoon please meri Jindagi bachalijiye please mein   ,neutral
The scene where sahil proposed to vedika     That Dialogue was magical indeed coz I haven t heard that   ,positive
A bhauji tohra ka haal ba tu kahe Ludhak gailu      Eka matlab Akhilesh bha   ,neutral
Scratch that   KFC ke bhi auqaat nahi rahee after today s defeat   pesay doob gayee Sarfi ke chakaar main   Andaay      ,negative
     DSSCampaignAgainstDrugAbuse  Papa Ji Aj Mera P hd Entrance Exam Tha Ap Ji Ki Rehmt se Bahut Acha ho gy  ,positive
To all muslim sab e qadar mubarak     ,positive
  rj   kai bar product khrab nhi hota logo ki choice khrab hoti hai product ki   ,neutral
Aaiye Aapka Intezaar Tha      DAMN       Kitna khoobsurat hai yeh ladka   Mashallah     Can t wait for new season   ,positive
     Zeeshan   Love u Bhaijan     Father   son      Bharat   IAmBharat BEST Pic From Entire   Promotions     Mashallah       ,positive
  sAhEb   To Tera jat talbani Jess harqate kyu Kar tahe masum logo ko kyu Marta tab Tera ammi kaha Mar jate he   ,negative
Mazhab ke naam par Election jeetna koi bada kaarnama nahi hota A message to  and  ,negative
  dhol    Seriously one of the best post i have seen   Bravo nd respect,positive
   May Allah bless us all with strong imaan taqwa piety a pure heart and good manners     Ya Allah give me eyes that se  ,positive
Chiller man giving big jhtka   NSEcoloScam has made it a laughing stock    ,neutral
   u do things for ppl u adore because u just want to   it s not a transaction   it s not give   take   u do because it s what u r su  ,neutral
Apne desh ke logo ko thug kar Chala Sanjeev Kapoor world cup dekne,negative
ab ye btaega   isse pucho tere jiyne b MLA hai usme se gina hindu MLA kaunsa hai teri muslim awaadi wale gaao   ,neutral
  Haaa No lie I think you should buy a new pair bc I haven   t put these shits on the charger in a minute  ,neutral
Bhai yeah glasses wali admi kon hai jo appki har pic main hota hai     ,neutral
      Mumta Bano Mhatma Ghandhi ki smadhi pe nhi jayegi kyu   Vhan Ghandhi ji ke akhi  ,neutral
India me to modi ji aaane k baad muslims sa   ,neutral
Boy kiya age hy tmhri      Girl      Boy be mine   I LOVE YOU     Girl I m taken   Boy abhi tmhri umer hi   ,neutral
  here     Ali     BTW kisi jhootay maseeha ko maseeha man leny sy qafir nahi ho jata koi    K   ,negative
Mc hai sala  sale lo jyada ghamand hai    Kuch din ruk sale tera ghamand dur ho jayega    ,neutral
  pathan       Ikk toh sarkar job ni de rhi or upper se apne india ke log kaam karna nahi chahat   ,neutral
Han Chara ghotale mein bhi to laloo ne kitney hi gavahon ki maut ke ghat utar Diya that,negative
   Good Morning  papa ji plz bless me more sewa sumiran parmarth ka bal bakhshna ji Dhan dhan sa   ,positive
  qau Pakistani girls photo without Pakistan ka karz Ada karo Pakistani girls for Heera Mandi Mein Bata Do Karz   ,neutral
  boi   kdo Most unpractical and cool sword I   ve seen,neutral
Journals k bare me   Bt ki isne jbhi isko ye cripption Ka certificate dia Gaya h,positive
sir   prashant   dhawan is kohinoor of study iq he is the best teacher of current aff   ,positive
Last checked MP me Congress ki Sarkar hai and law and order is a state subject  ,neutral
Yeah jo aap hamara roza kharaab karay hain na yeh uss ka notice hay lol   Allah aap ko aur aap ki family   ,neutral
Desh ke gaddaro ke liye   saal bahut painful hoge kyoki Mota Bhai is now home minister of India        ,neutral
  Ekto aap log   muskurate bhut ho        or sharmate   bhi bhut ho       Dil to karta hi Aaplogon ko Eid pr bolaun     ,positive
Nice joke tmhare ghaddaron ko danda janay waala hai landay Ka istimal maal    pakra hai ussay   ,neutral
Antar atma ko bech Diya hain jab tak beijjat karke bhagaya nahi jata tab tak nahi hilega lekin rahe   ,positive
Khan sahab apko vote diya taky ap PM bany or Alhamdulillah ap bany bi PM     magar Khan Sahab ab to gabraht ho rahi   ,neutral
sir mere a   c se            ko Rs        deduct ho gaya hai kekin branch office kahta ki mai nahi janta ki k   ,neutral
    Amrann You can   t even be nice for a second smh   salaam my love  ,neutral
Aapko bahut bahut badhai ho Amitshah ji asha karte Hain ki aap bhi Modi ji ki tarah hi hama   ,neutral
It would bring me great joy to hear your rendition of Des   ree   s   You Gotta Be    Just sayin   XOXO,neutral
Mera khayal he apki nazron se woh document nehein guzra jis me apke papa ne bahir janey keley Mushar   ,neutral
   no one no one at all jane the virgin narrator i knoOW   straight out of a telenovela right      ,neutral
Bhai plz bhagwan kre   Bharat acchi movie ho qki   dedepyarde jitna   ,neutral
   Wishing my bro  a very happy birthday   Many more hits on the way together    THANKYOU for giving music to so  ,positive
   Apki aik gawahi ne Mannat ko pagal saabit kerdia hai     Watch   Cheekh tonight at      PM only on   ARYDigital  ,neutral
just listened to my first jojo siwa song               i am a fan lol,neutral
Sara masla is hi bande ki wajh se hai    yehi fasad ki jar hai     is ko team nhe chalane ati     In palyers ka aps men hasd hai,neutral
  SK   Chetan    adarsh Abe chutiye tera criminal jaisa ghatiya publicity stunt to nhi kr rha h n jo unneces   ,negative
      Kung hnd ko pa checheck bat ka DM ko mukha ni Jungkooky hnd ko maalala na ikaw to HAHAHA,neutral
Baby you did an amazing job today    i hope you   re feeling good    i wish i would be at your hotel room wating for yo   ,positive
Dil k khush krny ko ghalib khyal acha ha      what a myth   ,neutral
ALLAH jise chahe Izaat de r jise chahey zilat dt Dua ha ALLAH Nawaz shareef ko us k khandan ko r u   ,neutral
     NGK good one     kudos to the heroes    offl  ,positive
SAHI HOGA SAYAD TABHI SIRF APPKI CHANNEL PE YE DIKH RAHA HAI WARNA KUCH BIKAV MEDIA   ,neutral
  Ez     Ja na Pakistani   pig   Dukkar   kutta   suvar ki mix aulad                ,negative
Aise barish se dosti a  i nahi maaraz tere khud ka gar mitti ka h Ku  to khyal kar Tera intzar har koi nahi karega   ,neutral
What the fuck does this mean apna neeche ka band karke rakhna jyada kholne ki jaroorat hani     ,negative
Ham tu ak ayena ha tu dikhaya gya dagh chahru ka Jis ku bura laga samna sa hat jay      We love pak army     ,neutral
Happy birthday to you bhai   I pray to BABA VISHWANATH for your good health and bright future    ,neutral
good morning pita ji thanks for the new day pls bless me sewa sumrin and parmarth bakso ji   ,neutral
  official  Superbbb voice arjun ji u have   realy its mean it so much   i salute yuh    ,positive
Absolutely right But in the history of independent India inclusion   secularism were talked about but nev   ,neutral
Thicccccccc   XD   I can confirm that  did this for a dare   I m one of the witness hahaha   ,positive
congrats sir      Lucknow ki shaan bada di aapne     veerta aur shaurya ki missal ab aap pesh kariyega     Jai Hind,neutral
Ha ha ha   Cow mutr peeke we have won all wars against you guys   You should st   ,neutral
   Doston My New sad song Pyar ki Raah Kathin written by My big brother Shivendra Sugam     on   ,neutral
Modi ke jitne ka asar vipaksh pe he nahi padosiyo pe bhi hua hai   Bokhla gaye sare ke sare   Modi akela   ,positive
Bholy bhayaa   Ufffff dil jeet liya ap ne   Love you imran bhai   Mind blowing ap ki acting hai   ALLA   ,positive
  r y Pori dunya      main or tum log abhi bhi      main      Growup Ab kisi ko bhaija to sath khud aa jana,neutral
    ne aate hi half century kr di   Thnku bhai itne like ke liye   ,positive
Jansankhya aur atikraman desh ka sabse bada samasya hai Beat plastic pollution Jai hind,neutral
OBC bhikhari nahi hai aur bhenchod bheemte obc naam ka account bnakar apni maa chuda rah   ,negative
  fizakhan   Pakistani girls photo without Pakistan ka karz Ada karo Pakistani girls for Heera Mandi Mein Bata Do   ,neutral
  pti Janab Thank you Very Much for your short Break  place    May Allah protect you   your family   ,positive
  org  Chalo g BC inhi c   ,neutral
  CONGRATULATIONS   AKASH BHAI AAP KO PHIR SE   SAAL   KA CONTRACT   MIL GAYA   KeepItUp NOTE   SORRY   ,positive
Husain haqqani sab ap time nikal k mar q nahi jatay is dharti py bojh he ho tum gaddar besharam  ,negative
   Nothing like a fresh hit of Pepsi on a day like today   ,positive
  na  Pehle Tu apna photo DP rak phir bark kar kutte ki tarah Chal bhag yaha bandhar kahika,negative
Sir need ur blessing on my   wedding anniversary myself my wife sonia Pranam you AAP ka ashirwad b   ,positive
  CNBC        AKA sir ne to CNBC ke pahele bol diya tha ,neutral
Nxt five years main India change hone wala hai kyoki modi sarkar bht bda bdlav krne wali hai     Ye main ni hmare modi sir ka kehna hai,positive
Uff kya acting he Bholey ji apki     Kamaal krdya   Aisa koi actor hi nai abtk jo is charactr k saat   ,positive
Raand Congress se v Randwa RJD se buri tarah se HAARA vote denewale ko sadhuwad,neutral
     dvn KALANK in theatres now   Zafar aap ka hain A character I loved playing in this epic love story No spoilers please  ,positive
Bahut bahut badhai AAP jaise logo ke Karan hi Modi ji Ko majboori Mili hai   isi tarah se   ,positive
sasty or ghatya nashy kar k ye suwar samjhty is trah ki bakwas kar k humein sasti publicity mil jaegi,negative
   Proud to have been part of this brilliant commercial released during      WC time   Great production team that include  ,positive
Haha Overrated kisko bolte hain chuuuu pehle yeh pata kar BC ata pata kuchh nahi chale aate hain   ,negative
POGO launches all new show kalari kids Love the enthusiasm of my little ones when they saw   Chhotabheem dancing an   ,positive
  i   r   k   i Pakistani to aise hi      ki rote rhte hain uss time to England ne    pe kar diya tha all out   Iss baar bhi wohi ummeed hai   ,positive
I wanted to see you in Loksabha  It s OK kanhaiya ji vichaar badlenge desh badlega vidhyarthi   ,positive
Wow tum red plain saree pahen na bahut cute lagegi   Red plain saree with sleeveless blouse   Will look so awasome,neutral
Chaa    Can ihave any cheap Ak   Cuz Ak it s my Fav Weapon    If u wan we can battle    if i win u give me   ,positive
Day by day this slogan has proven to be true afghani bhagao mulk bachao  ,negative
wo election ke liye badha ke btaya tha accpt this is bar election commission or media ko bhi bewakoof bnaya h janta ke sath,negative
He is a bemaar bhikhari kutta why was he dying dub his stupid movies in hindi no wonder the people of tn   ,neutral
ABP news   saal se mon nahi bhara Congress ko koste sawal karte ab tweet duwara mazaak urane aare   ,negative
   EVM hack ka bahana nhi chla paye   Ab fir ye saath nikli slips ka le aaye Fir bhi ho gyi bye bye           EVMScandal   EVM  ,neutral
   Dhan dhan satguru tera hi aasra papa g good morning pita g     PledgeAgainstCorruption  ,positive
Manmohan Singh being considered for party presidents post Ek chuppi hazaar baton se behtar hai usse badhiya udaharan nahi ho sakta,neutral
One India sabka saath sabka vikas sabka visvas ,positive
   Ind Prothom Kolkata campaigncalling media sangbad Biswa Bangla etc eisob chotokhato channel gulo dekho   Sudhu jai sree ram cholche  ,neutral
  Rohatgi Tere maa baap ne bohat badhiya sikhaya hai certificate batna sabko ki kaun kiska chamcha   ,negative
I miss them we were a craze    we used for them    bas koi kuch galat bolde    old memories ,neutral
  for   PM Mumtaz bano hindu ko dhamki de rahi hai   bengal me hi nai pure desh me hindu ka khoon garam ho chuka   ,positive
i love u so much     and theres absolutely nothing to be insecure about bc ur unique in ur own way ok u   ,positive
ap beti hein apko beshak apny baap ki yaad ati hoo gi Allah apko hosla dy pr certainly apka baap ek   ,positive
Thank you all for supporting  THANK YOU   THANK YOU     strongwitheliza samanthajayz angelmartin   galiya   s   ,positive
  rathee Han to gaand k keede cow meat kliye pehle se bnde convicted h yeh log aur jb ban h to teri maa ko khilane jaa rha tha,negative
It   s proud moment for Ganjam that more than    students of Odisha Aadarsh Vidyalaya of Ganjam scored more than      ,positive
  PAKvWI    me WI    wickets se jeeta tha ajj   wickets se jeet gya world cup hamara hai      Ye wali chawle koi na m   ,positive
     engr  Sir merey lye bahut khoshi ka maqam hoga agr ap ne mujy reply kya   Love you sir   ,neutral
I Love You        I said   Ek raat ka      lungi   she replied     NewGFKiTalsshMe,positive
Pr ye oopr jo btaya wo to surgery ni h na  ,neutral
Very nice Tamanna Tamanna very nice I like you,positive
Apko deputy CM se minister chief kb bnaya ja rhaa h we r waiting,positive
  vbk    Tera pichwada hai bc    jb se modi ji jeete hai jali padi hai   Tabse pichwaade ki jagah muh se hag rahe ho,positive
Shahid bahi wahab riaz ki bowling mein experience nahi sirf wide aur no balls hi hain,negative
  Isko nikal dia tha world cup      me sayad Ek Banda call p Aya bolta h India england and Australia ni ayga semifinal m,negative
     PledgeAgainstCorruption  Good afternoon guru g   bless us and give us power to do more and more Sewa S  ,positive
It   s so nice seeing the glow up of people after May hem   Congrats guys    wohooo     Bbye Tired Year    ,positive
Jitni media ne bjp ke liye prachar ki hai utna to khud bjp ne bhi bjp ke liye nahi surgical strike   ,positive
       in   Siasat me rawadari hai samajhta hai   Wo roza to nahi rahta iftari sam  ,positive
  PATRAg  Sab she pahele tere gahr me kanon lago kr kiyo ke teri faimly pr tera kabo nahi he   ,neutral
  India Arjun Ji    jai punrasar baba ki Jai Bikaner Rajasthan   ,neutral
Doc saab bahut he badhiya video banaya andhere se much better hai,neutral
Sari shairi tassali aur dilasay pay hi munhasir hoti hai    warna shairi kyun karay koi agar pas ho kuch  ,positive
  Om gandhi ko ham isliye rastrapita mante hai kyu ki wo ahinsa vadi the ye nahi hote to aja   ,positive
If i am not wrong you loved soty   naa     ,positive
Samaj mai ye nahi aaraha ki kyun halat mai sudhaar nahi ho raha hai kyun karyawahi nahi ki ja rahi roads per the   ,positive
Usko toh kejriwal ne khud reject kar diya tha   Education minister toh kejriwal khud bana sakta tha   Raj   ,negative
  chanda make a gentle and nice relation with someone      life me kisi k sahare ki zarort parti ha,neutral
  rahiye Sex is cool but after nikah ose phele kise ko hath laga ne ka bhi haq nai hai hume,positive
Sub bakwas ha ye apni harkaton se baz nhi ayen ge kisi na kisi fault ko jawaz bana kr ye light band ra   ,negative
x cm Shila dixet or under karne wale the feku tum annaji ko b dhokha de diya,neutral
Lekin itne kharab result se KUTA BAUNA HARAMI HANDSOME SUVAR SINGH etc ka gussa   ,negative
     ValueTime   ValueLife   Pujya guru ji kehte h ki jo insan samya ki kader karte h alasya  ,neutral
Are bsdkk     Dhruv Tyagi ke bare main kitni bar Muslim aatankwad bola tune     Vivek hatyakand ke bad teri zu   ,negative
  Bharat ka Musalman hamesha secular govt k liye vote karta raha hai karta rahega   Haar jeet   sikke k d   ,positive
Congress party ne pehle se feku bhakt Media ka agenda samaj liya hote to ye chunav nhi hartefeku bhakt Media ne fe   ,negative
Ghoda Ghaans se Dosti kar lega to khayega kya    Delhi Sarkaar Home Ministry public ki na   ,negative
   for real tho we   re trying to pay off those loans   introducing Whopper Loans   make a purchase through the BK app for a cha  ,neutral
     PH Watching   BTSatWembley is making me miss them more   Sighhh I   m really hoping for BTS in PH     we miss you everyday guys   ,positive
How come he was the first man   What about earlier incidents    Ab inke Naam se roti pel raha hai     Shame on you,negative
Need is branch ke students ki hai jisase digiral India par force diya ja sake aur corruption bhi na ho      Mai shr   ,positive
Aap pichla   saal se media ka ghatna kramank Ko rewind karke dekhiye jabbi vipaksh ne ruling party ke neeti ke baar   ,positive
aur bakwas karma aur TV per galat sandesh dena to kam hua Instead each Congressi Neta aur Kar   ,negative
Desh aaghe baad raha hai ye religion ke naam pe bakwas karna baand karo    aur tumhare AAP bhaiyon ko bhi shikhao   ,positive
     khan I m very sad to hear about Veeruji passing away I had the pleasure   privilege of working with Veeruji He was an amazing pe  ,positive
     Me as a father   Son   Papa aaj main night study ke liye jau ga Me   kitne baje Son      baje tak Me   Haan  ,neutral
  mohad ham log ko koe dukh nhi hay tumko hay to Pakistan ja         ,neutral
I know it s so late for me to comment on this tweet but I just wanna say I really miss you and your n   ,neutral
MP m Kamalnath government ko vote diye the ki Employment milega pr   months ho gye ghanta kuch ni hua na aagey kuch hoga,negative
  Rashid Krishna tab tha jab tera allah peda bhi nahi hua   ,negative
show acha chalna chahiye people dont care kisko chance diya kisko nhi jo main h kisliye hai Entertainment jyada krt   ,positive
     team Lathi Goli Ki Sarkar Nhi Chalegi Nhi Chalegi ,negative
Chal be har gaya ab to sudhar ja    Ki fir se uncle  ko harwayega   Tere jeson ki wajah s   ,positive
          pak      ,neutral
  sapna we eradicate Untouchability   poverty is a sin for life  ,positive
  abu   Kute ki tarah bhonkta he jb k ye farishta k cousin ka wo attitude he jo tere jese   ,negative
Respected PM Modi jiii Hamare Odisha ka Educational System ka Daityo Aparajita Sadangi mam ko dene ke   ,neutral
Kab k uth gye Gulshan k karobar bhi chal pare Fed the dogs did the few dishes left from last night laundry going on  ,negative
     FF Have a great weekend       Popat     panju     ,positive
Modi chor ko pta tha k EVM set ho chuki h aur election commission ko inform kr diya gaya h k hme     seat chahiye e   ,negative
Sir Congratulations on your marvellous victory  but it seems that no one is ever bothered about sev   ,negative
Make sure he becomes the bootlicker exactly the way you are   Allah apke saye se is masoom ko bachaye   Ameen  ,negative
pahle usko bulao jisne kaha tha notebandi fail hui to ap mujhe beech chaurahe par phansi par latka dena  ,neutral
M   nh m   l   n nh   em g   i stay strong Lalisa   We always love you       AlwaysStayWithLalisa ,positive
hamsab milkar dhundhe us teesre ko jo Muslim me jake hindu bnke aag lagata Ya hindu me jake Muslim bnke   Aur dono   ,positive
Chutiye ke lodo mna kisne kiya hai orgasm karne ko      karo na bhosdi walo agar orgasm nhi ho   ,negative
We will miss the beautiful voice of   AmjadSabriShaheed Allah un k darjaat buland far   ,neutral
HareKrishna      ke parliament Election me Hg Modi ko koe gali nahi degaphir v Modi hi jitega beta jara gali de ke dekh to  ,positive
Appne too kabhi kisi shahid ke family ko kabhi bulaya nahi oath ke liye   kya comparison kar rahe   ,negative
Happiest b day    Thanku bade bhaiya for motivating and making great content for us  ,positive
     Loyal   Guy  Allah apko kushiyaan naseeb farmai bhai jan duaon me yad rkhna,positive
Correct Yeh chatukar Good meadiagovt   K always kisi bat nahi sunta Boycott hona chahiy Magar Ye   ,neutral
Kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai to aap tweet ku nahi   ,neutral
  megha  Aap sadi ke liye kayo tayar hui jab ki veer se aap bahut payar karti hai koi na koi baat   ,neutral
Teri maa ki chut behen ke lode Teri gand main jor h to    minute ke liye mil le tujhe Teri Randi maa ke   ,negative
Modi Ji apko fr Ek baar pm banne pr congrats Hamare desh ke logo ne jo Ye visvas banaya hai apke uper is visvas ko   ,positive
Bhai    Modi ji ko jeetna hi tha    But now early waiting this epic advrtsmnt series    Mauka mauka   ,neutral
Its okkkk loveee you are one of my most favourite persons here    ,positive
Sir mai allahabad   ald   se sirathu    ,neutral
RUBIKA GANDI TO BATA JO ANDAR KO MATRI BANYA H BJP NE O KYA BAYAN DEYA H SALI HARAMKHOR TEREI CHOD   ,negative
Ravi shankar ji namaskar waise to sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne    ,negative
jini zindgi guzri a jini baki a sari ty lant beshumar   ,neutral
If you don   t like zhoom barabar jhoom   movie   then we can not be friends  ,negative
Are is wajah se khatana mai bahut jam kah gaya tha waha police sahi se duty nahi kar rahi th   ,negative
Today is a bday of my murshid may ALLAH give them great health that they can more work muslim ummah or ALLAH unka s   ,positive
      listen bhenchod you   re such a pyaara bachha im so fucking happy you finally have a gf omg I love you AND ILL TEXT YOU WHEN  ,negative
Sir kya apka sharkar aane ke bad bhi muslim safe nhi hain madhay pardesh me     may ko jo video aaya   ,neutral
BJP is now garibo ki Party who thinks for everyone and Congress is now   kisi ki bhi party nahi   who thinks only for self,positive
    Meri life mae aik ap or  apa ke brday ka din aise hota hae js ka mujae bht intazar hota ha bcz  ,positive
Naa hum bhulte he khuda ko Naa unhko jo hume as allah s gift mile he unko Bhulne wali galiya hum chor aaye piche ,neutral
Tumhari marzi chhor do twitter yehi agar Facebook hota na toh tum log chhorne Ka sochte tak nhi P   ,neutral
Swami ji karmo ka fal jaroor milta hai chinta na Kare   Apne acche karm kiye apna dha   ,positive
No bro     aghar tera dost hota team ma to phir possible tha     Umer Akmal P,neutral
  bear    Krishna Zoo bear bhai      tumara har jagah se kaat Gaya hai      keep calm and start preparing for         Good luck  ,positive
  Bam So happy that uncle is fine   hamare BB ke pita ji hey aaise hi thodi bimar rehete strong hey uncle  ,positive
Looks great   stays that way   JatayuPlywood Visvas ka Prateek   plywood   wood   plywoodfurniture   woodworking   ,positive
Tum logo ki terah Pakistam k logo ka paisa chori ker k harap ker k baher flat or mehal nahi khareeday   ,negative
Jio ki wajah see log ki waat lgi padi hai choro     ab apna profit customer ka Paisa chura k nikal rhe ho       ghatiya   ,negative
To be construed as     tum sabne modi ko vote kyu diya      tumhe meri naukri ki koi chinta nahi   Meri   ,negative
Haha bombed on trees Wheres we did it in broad day light   Ask you commanders jo us waqat   ,neutral
   One last reporting trip with    runwal to pick strawberries   you were right   this is fun    Can   t b  ,neutral
   Exclusive censor reports of   Bharat is world class   Words like movie of the year Best performance Sunney ko miley Ev  ,positive
     m I say Gaya they hear Gautam Buddha   ,neutral
      Sarfraz Khaan Aap Hamare HaQeeqi Hero ho Aap Ne Pakistan kay Leye Apna Gar Bar Dos  ,positive
Aiiiii mera chhotu bacha    Love you and adore you so much Mini   You seem distant a few weeks back but   ,positive
Dede pyaar de is super hit   Wht ever you want to bark      th movie in to     cr club  ,positive
Dear nakko thank you for being the best part of my life   Thank you for always there for me i know you love to hug   ,positive
  n   o To meet the love of my life dear,positive
Pain yako mar jao apis me lar lar ke wo kuty ke bachy hamre dushman tu chata he ye k ye larn apis   ,negative
Yeh desh mein tadi par bhi home minister banta hai      Aur ek pm   ,negative
tu bhi laat khayeg ek din    ab election aane waala hain    sudhar jaa    nahi to ab to teri gaand mein   ,negative
Wow      Bhai aap dono bahut ache lagte ho pls aap dono se request hai shaadi kar lo very nice coupl   ,positive
     WelfareByDSSVolunteers Dhan dhan satguru tera hi aasra Good morning dear  papa ji Beti ka kaam shuru  ,positive
ki rightwingers ne itni li hae ki bechare ka gussa jayaz hae      frustrated soul    ,positive
    bc like karke chodh de,negative
Modi ji aaj utthey Modi ji ne signature karey Modi ji ne aaj saffed kurta pyjama pehna Again gonna b sick of this   ,neutral
bhale teri english thori kachi ha per we are really proud of you bro   SarfarazAhmed    ,positive
  Warriors    bangesh      Umair            guy               ,neutral
        Bjp ko vote on Muslim mahilaon n Purushon ne diye jinko yojnaon Ka fayda milaya Modi  ,neutral
Because Hind isnt Indic   Vande Mataram is better though   But Jai Shri Ram is another emotion   ,neutral
  Says Han na    ghr m nae tha sb ko pehly   so best escape point tha,positive
Arey bhau iss bar budget kaam hain na   Lonavla se direct goregaon filmcity mein set laga hain  ,positive
  Well done Sabir Bhai bilkul theak kha app na hamian Pakistan main app kasay hi anker chaiya jin ka   ,neutral
  k I miss youuu   and I know you ll see this later kraaa but ok but I miss youuuu  ,neutral
Bahut bahut subhkamna     sir     hum yuva ko apse yahi ummid hai ki ap humare desh ke ujjaw   ,positive
rahul ji aapka bahut bahut dhanay wad   aap congres precident hai   aap bahut mehanat kiye   good per aap   ,positive
Rassi Jal Gayi par bal nahi gayi EVM par Jor nahi chala to patrakar on ke kapde utaro Kuch To karna hai   ,negative
So true yaaaar   What a load of disappointment this country has turned out to be   and ye aisi ch   ,negative
His special appeal is to defeat BJP   Not giving anything like Hopescheme etc   Chutiya kya kam hai desh mein   hain  ,positive
     kaoje     hmb        tiy    Bie    abdallah          I disagree tunda ba money rituals z  ,neutral
Yaar ye kesi demands ker rahay hou itni mushkil sey manaya hai larkay ko nashay lanay pay,neutral
Allah Says The Night Of Al Qadar Is Better Than A Thousand Months May Allah Forgive You And Your Family And Fulfi   ,positive
Maam apko inke   jese logo ko jawab nahi dena chaye         kyu ki inhone humesa aurto ko burkhe me rk   ,negative
